dnaSampleID,Site,Date,Type,Source,aquMicrobeType,MetaSample,WQGroup,WatershedArea,Latitude,Longitude,Elevation,NLCD_11,NLCD_12,NLCD_2,NLCD_31,NLCD_4,NLCD_5,NLCD_7,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NRCS_ALF,NRCS_ARI,NRCS_AND,NRCS_ENT,NRCS_GEL,NRCS_HIS,NRCS_INC,NRCS_MOL,NRCS_OXI,NRCS_SPO,NRCS_ULT,NRCS_VER,NRCS_WATER,SW_PARavg,SW_TempAvg,SW_SpCondAvg,SW_DOAvg,SW_DOSatAvg,SW_pHAvg,SW_TurbAvg,SW_Qavg,SW_Runoffavg,SW_Alkalinity,SW_Br,SW_Ca,SW_Cl,SW_CO3,SW_DIC,SW_DOC,SW_F,SW_Fe,SW_HCO3,SW_K,SW_Mg,SW_Mn,SW_Na,SW_NH4,SW_NO3NO2,SW_OrthoP,SW_Si,SW_SO4,SW_TDN,SW_TDP,SW_TDS,SW_TN,SW_TOC,SW_TP,SW_TPC,SW_TSS,SW_UVAbsorbance_280nm,SW_UVAbsorbance_254nm,Sed_Perc2mmSieve,Sed_Al,Sed_Alkalinity,Sed_Ba,Sed_Be,Sed_Ca,Sed_Cd,Sed_PercClay,Sed_CO3,Sed_Conductivity,Sed_Cr,Sed_Cu,Sed_Fe,Sed_HCO3,Sed_Hg,Sed_K,Sed_Mg,Sed_Mn,Sed_Mo,Sed_Na,Sed_NH4,Sed_Ni,Sed_NO3NO2,Sed_OH,Sed_Pb,Sed_PercSolids,Sed_pH,Sed_PercSand,Sed_Sb,Sed_PercSilt,Sed_Sn,Sed_TC,Sed_Ti,Sed_TN,Sed_TP,Sed_TOC,Sed_Zn
GUIL.20190701.EPILITHON.1.DNA-DNA1,GUIL,7/1/19,Stream,Benthic,epilithon,1,3,9.5583,18.17409721,-66.79977068,549,0,0,0.3782,0.0567,89.1759,0.6113,9.7778,0,0,0,0,0,0,0,0,0,0,17.355111,2.448284,47.256666,0,32.939945,0,0,358.65,24.57,246.74,7.11,85.82,7.84,6.55,101.48,0.92,0.86,0.005,32.406,8.901,0.005,32.79,0.969,1.106,0.001,128.14,0.475,7.048,0.001,7.741,0.032,0.162,0.037,10.27,6.924,0.206,0.016,179.58,0.227,0.977,0.223,258.248,0.05,0.0286,0.0182,69.43,25460,12.03,120.39,0.47,7105,0.49,19.25,1,0.19,38.9,51.65,37960,12.03,30.36,1347,9737,984.5,1.1,179.1,0.15,28,2.81,1,6.43,73.01,7.3,68.5,0.16,12.25,4.32,0.82,1267.5,0.01,461.1,0.68,69.02
GUIL.20190701.EPILITHON.2.DNA-DNA1,GUIL,7/1/19,Stream,Benthic,epilithon,1,3,9.5583,18.17409721,-66.79977068,549,0,0,0.3782,0.0567,89.1759,0.6113,9.7778,0,0,0,0,0,0,0,0,0,0,17.355111,2.448284,47.256666,0,32.939945,0,0,358.65,24.57,246.74,7.11,85.82,7.84,6.55,101.48,0.92,0.86,0.005,32.406,8.901,0.005,32.79,0.969,1.106,0.001,128.14,0.475,7.048,0.001,7.741,0.032,0.162,0.037,10.27,6.924,0.206,0.016,179.58,0.227,0.977,0.223,258.248,0.05,0.0286,0.0182,69.43,25460,12.03,120.39,0.47,7105,0.49,19.25,1,0.19,38.9,51.65,37960,12.03,30.36,1347,9737,984.5,1.1,179.1,0.15,28,2.81,1,6.43,73.01,7.3,68.5,0.16,12.25,4.32,0.82,1267.5,0.01,461.1,0.68,69.02
GUIL.20190701.EPILITHON.3.DNA-DNA1,GUIL,7/1/19,Stream,Benthic,epilithon,1,3,9.5583,18.17409721,-66.79977068,549,0,0,0.3782,0.0567,89.1759,0.6113,9.7778,0,0,0,0,0,0,0,0,0,0,17.355111,2.448284,47.256666,0,32.939945,0,0,358.65,24.57,246.74,7.11,85.82,7.84,6.55,101.48,0.92,0.86,0.005,32.406,8.901,0.005,32.79,0.969,1.106,0.001,128.14,0.475,7.048,0.001,7.741,0.032,0.162,0.037,10.27,6.924,0.206,0.016,179.58,0.227,0.977,0.223,258.248,0.05,0.0286,0.0182,69.43,25460,12.03,120.39,0.47,7105,0.49,19.25,1,0.19,38.9,51.65,37960,12.03,30.36,1347,9737,984.5,1.1,179.1,0.15,28,2.81,1,6.43,73.01,7.3,68.5,0.16,12.25,4.32,0.82,1267.5,0.01,461.1,0.68,69.02
GUIL.20190701.EPILITHON.4.DNA-DNA1,GUIL,7/1/19,Stream,Benthic,epilithon,1,3,9.5583,18.17409721,-66.79977068,549,0,0,0.3782,0.0567,89.1759,0.6113,9.7778,0,0,0,0,0,0,0,0,0,0,17.355111,2.448284,47.256666,0,32.939945,0,0,358.65,24.57,246.74,7.11,85.82,7.84,6.55,101.48,0.92,0.86,0.005,32.406,8.901,0.005,32.79,0.969,1.106,0.001,128.14,0.475,7.048,0.001,7.741,0.032,0.162,0.037,10.27,6.924,0.206,0.016,179.58,0.227,0.977,0.223,258.248,0.05,0.0286,0.0182,69.43,25460,12.03,120.39,0.47,7105,0.49,19.25,1,0.19,38.9,51.65,37960,12.03,30.36,1347,9737,984.5,1.1,179.1,0.15,28,2.81,1,6.43,73.01,7.3,68.5,0.16,12.25,4.32,0.82,1267.5,0.01,461.1,0.68,69.02
GUIL.20190701.EPILITHON.5.DNA-DNA1,GUIL,7/1/19,Stream,Benthic,epilithon,1,3,9.5583,18.17409721,-66.79977068,549,0,0,0.3782,0.0567,89.1759,0.6113,9.7778,0,0,0,0,0,0,0,0,0,0,17.355111,2.448284,47.256666,0,32.939945,0,0,358.65,24.57,246.74,7.11,85.82,7.84,6.55,101.48,0.92,0.86,0.005,32.406,8.901,0.005,32.79,0.969,1.106,0.001,128.14,0.475,7.048,0.001,7.741,0.032,0.162,0.037,10.27,6.924,0.206,0.016,179.58,0.227,0.977,0.223,258.248,0.05,0.0286,0.0182,69.43,25460,12.03,120.39,0.47,7105,0.49,19.25,1,0.19,38.9,51.65,37960,12.03,30.36,1347,9737,984.5,1.1,179.1,0.15,28,2.81,1,6.43,73.01,7.3,68.5,0.16,12.25,4.32,0.82,1267.5,0.01,461.1,0.68,69.02
GUIL.20190701.EPILITHON.6.DNA-DNA1,GUIL,7/1/19,Stream,Benthic,epilithon,1,3,9.5583,18.17409721,-66.79977068,549,0,0,0.3782,0.0567,89.1759,0.6113,9.7778,0,0,0,0,0,0,0,0,0,0,17.355111,2.448284,47.256666,0,32.939945,0,0,358.65,24.57,246.74,7.11,85.82,7.84,6.55,101.48,0.92,0.86,0.005,32.406,8.901,0.005,32.79,0.969,1.106,0.001,128.14,0.475,7.048,0.001,7.741,0.032,0.162,0.037,10.27,6.924,0.206,0.016,179.58,0.227,0.977,0.223,258.248,0.05,0.0286,0.0182,69.43,25460,12.03,120.39,0.47,7105,0.49,19.25,1,0.19,38.9,51.65,37960,12.03,30.36,1347,9737,984.5,1.1,179.1,0.15,28,2.81,1,6.43,73.01,7.3,68.5,0.16,12.25,4.32,0.82,1267.5,0.01,461.1,0.68,69.02
GUIL.20190701.EPILITHON.7.DNA-DNA1,GUIL,7/1/19,Stream,Benthic,epilithon,1,3,9.5583,18.17409721,-66.79977068,549,0,0,0.3782,0.0567,89.1759,0.6113,9.7778,0,0,0,0,0,0,0,0,0,0,17.355111,2.448284,47.256666,0,32.939945,0,0,358.65,24.57,246.74,7.11,85.82,7.84,6.55,101.48,0.92,0.86,0.005,32.406,8.901,0.005,32.79,0.969,1.106,0.001,128.14,0.475,7.048,0.001,7.741,0.032,0.162,0.037,10.27,6.924,0.206,0.016,179.58,0.227,0.977,0.223,258.248,0.05,0.0286,0.0182,69.43,25460,12.03,120.39,0.47,7105,0.49,19.25,1,0.19,38.9,51.65,37960,12.03,30.36,1347,9737,984.5,1.1,179.1,0.15,28,2.81,1,6.43,73.01,7.3,68.5,0.16,12.25,4.32,0.82,1267.5,0.01,461.1,0.68,69.02
GUIL.20190701.EPILITHON.8.DNA-DNA1,GUIL,7/1/19,Stream,Benthic,epilithon,1,3,9.5583,18.17409721,-66.79977068,549,0,0,0.3782,0.0567,89.1759,0.6113,9.7778,0,0,0,0,0,0,0,0,0,0,17.355111,2.448284,47.256666,0,32.939945,0,0,358.65,24.57,246.74,7.11,85.82,7.84,6.55,101.48,0.92,0.86,0.005,32.406,8.901,0.005,32.79,0.969,1.106,0.001,128.14,0.475,7.048,0.001,7.741,0.032,0.162,0.037,10.27,6.924,0.206,0.016,179.58,0.227,0.977,0.223,258.248,0.05,0.0286,0.0182,69.43,25460,12.03,120.39,0.47,7105,0.49,19.25,1,0.19,38.9,51.65,37960,12.03,30.36,1347,9737,984.5,1.1,179.1,0.15,28,2.81,1,6.43,73.01,7.3,68.5,0.16,12.25,4.32,0.82,1267.5,0.01,461.1,0.68,69.02
HOPB.20181010.AMC.EPILITHON.1-DNA1,HOPB,10/10/18,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,124.68,9.64,76.19,10.24,91.56,7.08,0,0,0,0.155,1.03,3.998,13.387,0.005,2.536,3.247,0.905,0.073,11.293,0.514,1.186,0.001,9.451,0.044,0.036,0.304,6.814,4.611,0.226,0.001,55.58,0.238,3.067,0.214,689.15,4,0.1113,0.0785,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20181010.AMC.EPILITHON.2-DNA1,HOPB,10/10/18,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,124.68,9.64,76.19,10.24,91.56,7.08,0,0,0,0.155,1.03,3.998,13.387,0.005,2.536,3.247,0.905,0.073,11.293,0.514,1.186,0.001,9.451,0.044,0.036,0.304,6.814,4.611,0.226,0.001,55.58,0.238,3.067,0.214,689.15,4,0.1113,0.0785,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20181010.AMC.EPILITHON.3-DNA1,HOPB,10/10/18,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,124.68,9.64,76.19,10.24,91.56,7.08,0,0,0,0.155,1.03,3.998,13.387,0.005,2.536,3.247,0.905,0.073,11.293,0.514,1.186,0.001,9.451,0.044,0.036,0.304,6.814,4.611,0.226,0.001,55.58,0.238,3.067,0.214,689.15,4,0.1113,0.0785,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20181010.AMC.EPILITHON.4-DNA1,HOPB,10/10/18,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,124.68,9.64,76.19,10.24,91.56,7.08,0,0,0,0.155,1.03,3.998,13.387,0.005,2.536,3.247,0.905,0.073,11.293,0.514,1.186,0.001,9.451,0.044,0.036,0.304,6.814,4.611,0.226,0.001,55.58,0.238,3.067,0.214,689.15,4,0.1113,0.0785,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20181010.AMC.EPILITHON.5-DNA1,HOPB,10/10/18,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,124.68,9.64,76.19,10.24,91.56,7.08,0,0,0,0.155,1.03,3.998,13.387,0.005,2.536,3.247,0.905,0.073,11.293,0.514,1.186,0.001,9.451,0.044,0.036,0.304,6.814,4.611,0.226,0.001,55.58,0.238,3.067,0.214,689.15,4,0.1113,0.0785,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20181010.AMC.EPIPSAMMON.1-DNA1,HOPB,10/10/18,Stream,Benthic,epipsammon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,124.68,9.64,76.19,10.24,91.56,7.08,0,0,0,0.155,1.03,3.998,13.387,0.005,2.536,3.247,0.905,0.073,11.293,0.514,1.186,0.001,9.451,0.044,0.036,0.304,6.814,4.611,0.226,0.001,55.58,0.238,3.067,0.214,689.15,4,0.1113,0.0785,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20181010.AMC.EPIPSAMMON.2-DNA1,HOPB,10/10/18,Stream,Benthic,epipsammon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,124.68,9.64,76.19,10.24,91.56,7.08,0,0,0,0.155,1.03,3.998,13.387,0.005,2.536,3.247,0.905,0.073,11.293,0.514,1.186,0.001,9.451,0.044,0.036,0.304,6.814,4.611,0.226,0.001,55.58,0.238,3.067,0.214,689.15,4,0.1113,0.0785,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20181010.AMC.EPIPSAMMON.3-DNA1,HOPB,10/10/18,Stream,Benthic,epipsammon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,124.68,9.64,76.19,10.24,91.56,7.08,0,0,0,0.155,1.03,3.998,13.387,0.005,2.536,3.247,0.905,0.073,11.293,0.514,1.186,0.001,9.451,0.044,0.036,0.304,6.814,4.611,0.226,0.001,55.58,0.238,3.067,0.214,689.15,4,0.1113,0.0785,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190417.EPILITHON.1.DNA-DNA1,HOPB,4/17/19,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,274.48,7.47,90.95,12.1,101.02,6.65,347.62,708.38,5.15,0.07,0.005,57.15,2.695,0.005,1.585,4.335,0.005,0.004,368.91,4.122,16.69,0.002,58.74,0.069,0.014,0.033,9.596,39.15,0.215,0.013,485.69,0.21,4.391,0.046,"2,844.98",22,0.1783,0.128,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190417.EPILITHON.2.DNA-DNA1,HOPB,4/17/19,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,274.48,7.47,90.95,12.1,101.02,6.65,347.62,708.38,5.15,0.07,0.005,57.15,2.695,0.005,1.585,4.335,0.005,0.004,368.91,4.122,16.69,0.002,58.74,0.069,0.014,0.033,9.596,39.15,0.215,0.013,485.69,0.21,4.391,0.046,"2,844.98",22,0.1783,0.128,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190417.EPILITHON.3.DNA-DNA1,HOPB,4/17/19,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,274.48,7.47,90.95,12.1,101.02,6.65,347.62,708.38,5.15,0.07,0.005,57.15,2.695,0.005,1.585,4.335,0.005,0.004,368.91,4.122,16.69,0.002,58.74,0.069,0.014,0.033,9.596,39.15,0.215,0.013,485.69,0.21,4.391,0.046,"2,844.98",22,0.1783,0.128,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190417.EPILITHON.4.DNA-DNA1,HOPB,4/17/19,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,274.48,7.47,90.95,12.1,101.02,6.65,347.62,708.38,5.15,0.07,0.005,57.15,2.695,0.005,1.585,4.335,0.005,0.004,368.91,4.122,16.69,0.002,58.74,0.069,0.014,0.033,9.596,39.15,0.215,0.013,485.69,0.21,4.391,0.046,"2,844.98",22,0.1783,0.128,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190417.EPILITHON.5.DNA-DNA1,HOPB,4/17/19,Stream,Benthic,epilithon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,274.48,7.47,90.95,12.1,101.02,6.65,347.62,708.38,5.15,0.07,0.005,57.15,2.695,0.005,1.585,4.335,0.005,0.004,368.91,4.122,16.69,0.002,58.74,0.069,0.014,0.033,9.596,39.15,0.215,0.013,485.69,0.21,4.391,0.046,"2,844.98",22,0.1783,0.128,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190417.EPIPSAMMON.1.DNA-DNA1,HOPB,4/17/19,Stream,Benthic,epipsammon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,274.48,7.47,90.95,12.1,101.02,6.65,347.62,708.38,5.15,0.07,0.005,57.15,2.695,0.005,1.585,4.335,0.005,0.004,368.91,4.122,16.69,0.002,58.74,0.069,0.014,0.033,9.596,39.15,0.215,0.013,485.69,0.21,4.391,0.046,"2,844.98",22,0.1783,0.128,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190417.EPIPSAMMON.2.DNA-DNA1,HOPB,4/17/19,Stream,Benthic,epipsammon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,274.48,7.47,90.95,12.1,101.02,6.65,347.62,708.38,5.15,0.07,0.005,57.15,2.695,0.005,1.585,4.335,0.005,0.004,368.91,4.122,16.69,0.002,58.74,0.069,0.014,0.033,9.596,39.15,0.215,0.013,485.69,0.21,4.391,0.046,"2,844.98",22,0.1783,0.128,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190417.EPIPSAMMON.3.DNA-DNA1,HOPB,4/17/19,Stream,Benthic,epipsammon,0,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,274.48,7.47,90.95,12.1,101.02,6.65,347.62,708.38,5.15,0.07,0.005,57.15,2.695,0.005,1.585,4.335,0.005,0.004,368.91,4.122,16.69,0.002,58.74,0.069,0.014,0.033,9.596,39.15,0.215,0.013,485.69,0.21,4.391,0.046,"2,844.98",22,0.1783,0.128,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190715.EPILITHON.1.DNA-DNA1,HOPB,7/15/19,Stream,Benthic,epilithon,1,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,36.22,19.14,110.31,8.52,93.87,6.99,2.78,113.73,0.83,0.07,0.005,5.733,19.419,0.005,4.27,2.381,0.429,0.119,15.01,0.603,1.309,0.002,11.3,0.006,0.124,0.002,8.236,3.825,0.245,0.007,65.82,0.245,2.605,0.012,446.481,6,0.0978,0.074,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190715.EPILITHON.2.DNA-DNA1,HOPB,7/15/19,Stream,Benthic,epilithon,1,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,36.22,19.14,110.31,8.52,93.87,6.99,2.78,113.73,0.83,0.07,0.005,5.733,19.419,0.005,4.27,2.381,0.429,0.119,15.01,0.603,1.309,0.002,11.3,0.006,0.124,0.002,8.236,3.825,0.245,0.007,65.82,0.245,2.605,0.012,446.481,6,0.0978,0.074,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190715.EPILITHON.3.DNA-DNA1,HOPB,7/15/19,Stream,Benthic,epilithon,1,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,36.22,19.14,110.31,8.52,93.87,6.99,2.78,113.73,0.83,0.07,0.005,5.733,19.419,0.005,4.27,2.381,0.429,0.119,15.01,0.603,1.309,0.002,11.3,0.006,0.124,0.002,8.236,3.825,0.245,0.007,65.82,0.245,2.605,0.012,446.481,6,0.0978,0.074,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
HOPB.20190715.EPILITHON.4.DNA-DNA1,HOPB,7/15/19,Stream,Benthic,epilithon,1,1,11.8864,42.47174607,-72.33064597,213,0.1715,0,5.3065,0.0863,88.1069,0,0.0559,3.865,0,2.3497,0.0582,0,0,0,1.589849,0,1.401112,96.866912,0,0,0,0,0,0.142133,36.22,19.14,110.31,8.52,93.87,6.99,2.78,113.73,0.83,0.07,0.005,5.733,19.419,0.005,4.27,2.381,0.429,0.119,15.01,0.603,1.309,0.002,11.3,0.006,0.124,0.002,8.236,3.825,0.245,0.007,65.82,0.245,2.605,0.012,446.481,6,0.0978,0.074,86.84,3061.67,4.31,11.41,0.15,480.42,0.11,1.07,1.67,0.12,4.49,3.18,5705,4.31,3.84,247.42,1204.92,152.82,1,42.85,0.15,3.79,0.51,1.67,3.22,78.93,6.33,96.46,0.1,2.52,4.13,1.22,184.67,0.01,100.72,0.62,22.67
